时间戳,时间,动作,方向,市场,价格,数量,USDC金额,OutcomeIndex
1765390158,2025-12-11 02:09:18,BUY,Up,btc-updown-15m-1765389600,0.4800000756364214,2.115383,1.015384,0
1765390160,2025-12-11 02:09:20,BUY,Down,btc-updown-15m-1765389600,0.51,4.0,2.04,1
1765390160,2025-12-11 02:09:20,BUY,Down,btc-updown-15m-1765389600,0.5,9.3,4.65,1
1765390160,2025-12-11 02:09:20,BUY,Down,btc-updown-15m-1765389600,0.5,7.7,3.85,1
1765390160,2025-12-11 02:09:20,BUY,Down,btc-updown-15m-1765389600,0.5,17.0,8.5,1
1765390162,2025-12-11 02:09:22,BUY,Up,btc-updown-15m-1765389600,0.5300001196364419,2.340424,1.240425,0
1765390162,2025-12-11 02:09:22,BUY,Up,btc-updown-15m-1765389600,0.5300001196364419,2.340424,1.240425,0
1765390162,2025-12-11 02:09:22,BUY,Up,btc-updown-15m-1765389600,0.4900000204000033,9.80392,4.803921,0
1765390162,2025-12-11 02:09:22,BUY,Up,btc-updown-15m-1765389600,0.48000001857143204,8.615383,4.135384,0
1765390162,2025-12-11 02:09:22,BUY,Up,btc-updown-15m-1765389600,0.48,17.0,8.16,0
1765390164,2025-12-11 02:09:24,BUY,Up,btc-updown-15m-1765389600,0.53,1.07,0.5671,0
1765390164,2025-12-11 02:09:24,BUY,Up,btc-updown-15m-1765389600,0.53,6.53,3.4609,0
1765390164,2025-12-11 02:09:24,BUY,Down,btc-updown-15m-1765389600,0.48,10.0,4.8,1
1765390164,2025-12-11 02:09:24,BUY,Up,btc-updown-15m-1765389600,0.53,5.0,2.65,0
1765390164,2025-12-11 02:09:24,BUY,Up,btc-updown-15m-1765389600,0.5300001196364419,2.340424,1.240425,0
1765390164,2025-12-11 02:09:24,BUY,Up,btc-updown-15m-1765389600,0.5300001196364419,2.340424,1.240425,0
1765390166,2025-12-11 02:09:26,BUY,Down,btc-updown-15m-1765389600,0.5,5.0,2.5,1
1765390166,2025-12-11 02:09:26,BUY,Down,btc-updown-15m-1765389600,0.54,16.0,8.64,1
1765390166,2025-12-11 02:09:26,BUY,Down,btc-updown-15m-1765389600,0.5300000706393877,5.237871,2.776072,1
1765390166,2025-12-11 02:09:26,BUY,Down,btc-updown-15m-1765389600,0.51,2.0,1.02,1
1765390166,2025-12-11 02:09:26,BUY,Down,btc-updown-15m-1765389600,0.51,2.84,1.4484,1
1765390166,2025-12-11 02:09:26,BUY,Down,btc-updown-15m-1765389600,0.51,16.0,8.16,1
1765390168,2025-12-11 02:09:28,BUY,Up,btc-updown-15m-1765389600,0.44,16.0,7.04,0
1765390172,2025-12-11 02:09:32,BUY,Up,btc-updown-15m-1765389600,0.4,16.0,6.4,0
1765390172,2025-12-11 02:09:32,BUY,Up,btc-updown-15m-1765389600,0.4,16.0,6.4,0
1765390172,2025-12-11 02:09:32,BUY,Up,btc-updown-15m-1765389600,0.4,16.0,6.4,0
1765390172,2025-12-11 02:09:32,BUY,Up,btc-updown-15m-1765389600,0.4,16.0,6.4,0
1765390174,2025-12-11 02:09:34,BUY,Up,btc-updown-15m-1765389600,0.4,6.0,2.4,0
1765390174,2025-12-11 02:09:34,BUY,Up,btc-updown-15m-1765389600,0.4,16.0,6.4,0
